Page,Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/catalog/harvard-nhgis-pop1970,"Historic County Boundaries and Total Population: United States, 1970 - Big Ten Academic Alliance Geoportal",4,2,00:00:01,0,0.00%,0.00%,$0.00
/catalog/i-international-geospatial-data-resources,International Nonprofit and Research Geospatial Data Collection - Big Ten Academic Alliance Geoportal,4,2,00:00:14,0,0.00%,0.00%,$0.00
/catalog/p16022coll230:1571,"Map of Mississippi, Louisiana & Arkansas : exhibiting the post offices, post roads, canals, rail roads, &c. - Big Ten Academic Alliance Geoportal",4,4,00:00:56,2,50.00%,75.00%,$0.00
/catalog/p16022coll230:821,America Septentrionalis - Big Ten Academic Alliance Geoportal,4,1,00:00:32,0,0.00%,25.00%,$0.00
/catalog/p16022coll245:973,"1917 general plan Minneapolis, Minnesota : showing complete street and park system - Big Ten Academic Alliance Geoportal",4,3,00:00:43,3,66.67%,75.00%,$0.00
/catalog/VAC3073-M-00654,Warrick and Spencer counties soil map - Big Ten Academic Alliance Geoportal,4,4,00:01:32,3,100.00%,75.00%,$0.00
/catalog/VAC3073-M-00882,"A map of Bloomington & Monroe County, Indiana: including Ellettsville & Indiana University - Big Ten Academic Alliance Geoportal",4,4,00:00:19,3,100.00%,75.00%,$0.00
/catalog/VAC3073-M-01067,Map of the main Trenton Rock oil field of Indiana - Big Ten Academic Alliance Geoportal,4,2,00:00:25,2,0.00%,25.00%,$0.00
/catalog/VAC3073-M-01195,"A new gazetteer map of Monroe County, Indiana: showing the township, range section and quarter section lines, the civil townships, the outlines of each person's tract of land, with the owner's name thereon, the streams, rail roads, state and county roads, towns, villages, post offices, public buildings, churches, school houses, mills &c. &c. - Big Ten Academic Alliance Geoportal",4,2,00:00:21,1,0.00%,50.00%,$0.00
/catalog/VAC9619-000225,"M-35-56-A Новоград-Волынск (Novohrad-Volynskyi, Ukraine) - Big Ten Academic Alliance Geoportal",4,2,00:01:02,0,0.00%,0.00%,$0.00
/catalog/VAC9619-000336,"N-34-140-В Цеглув (Cegłów, Poland) - Big Ten Academic Alliance Geoportal",4,1,00:00:52,1,0.00%,25.00%,$0.00
/catalog/VAC9619-000665,"N-35-96-В Свислочь and N-35-97-Г Волковыск (Svislach, Belarus) - Big Ten Academic Alliance Geoportal",4,1,00:00:15,0,0.00%,0.00%,$0.00
/catalog/01d-03-100k,Index Map: 100k scale; Russian Military Topographic Map Collection - Big Ten Academic Alliance Geoportal,3,2,00:00:46,0,0.00%,0.00%,$0.00
/catalog/037a1812-141a-4856-8e37-bbcde1c72b4f,(not set),3,1,00:00:17,0,0.00%,33.33%,$0.00
/catalog/03a,Iowa Open Data Collection - Big Ten Academic Alliance Geoportal,3,1,00:00:13,0,0.00%,0.00%,$0.00
/catalog/0455d309-e4e9-473e-8c3f-b42a6a2e16fc,"Racial Covenants [Hennepin County, Minnesota] (1910-1955) - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,33.33%,100.00%,$0.00
/catalog/04b-24021,Frederick County Open Data - Big Ten Academic Alliance Geoportal,3,2,00:00:04,0,0.00%,0.00%,$0.00
/catalog/04b-24033,Prince George's County Open Data Portal - Big Ten Academic Alliance Geoportal,3,2,00:00:18,0,0.00%,0.00%,$0.00
/catalog/04bf180bc2154525a906f4217327d736,"CIR Image Service: Oakland County, Michigan, 2000 - Big Ten Academic Alliance Geoportal",3,3,00:00:00,1,100.00%,100.00%,$0.00
/catalog/04c-01,Open Data DC - Big Ten Academic Alliance Geoportal,3,3,00:02:03,0,0.00%,33.33%,$0.00
/catalog/04c-04,City of Frederick GIS - Big Ten Academic Alliance Geoportal,3,3,00:00:01,0,0.00%,0.00%,$0.00
/catalog/04d-01,University of Maryland Digital Collections - Big Ten Academic Alliance Geoportal,3,2,00:00:08,0,0.00%,0.00%,$0.00
/catalog/04f-01,Delaware Valley Regional Planning Commission (DVRPC) - Big Ten Academic Alliance Geoportal,3,2,00:00:04,0,0.00%,0.00%,$0.00
/catalog/05b-27027,Clay County Open Data - Big Ten Academic Alliance Geoportal,3,3,00:00:02,0,0.00%,0.00%,$0.00
/catalog/05b-27037,Dakota County: Minnesota Geospatial Commons - Big Ten Academic Alliance Geoportal,3,2,00:01:24,1,0.00%,0.00%,$0.00
/catalog/05c-02,City of Saint Paul GIS Data - Big Ten Academic Alliance Geoportal,3,3,00:00:02,0,0.00%,0.00%,$0.00
/catalog/05d-05,Minnesota Geological Survey - Big Ten Academic Alliance Geoportal,3,2,00:00:14,0,0.00%,0.00%,$0.00
/catalog/05d-p16022coll246,Ames Library of South Asia Maps - Big Ten Academic Alliance Geoportal,3,3,00:00:12,0,0.00%,0.00%,$0.00
/catalog/05d-p16022coll289,Ecological Study for the Twin Cities Metropolitan Area - Big Ten Academic Alliance Geoportal,3,2,00:00:23,0,0.00%,0.00%,$0.00
/catalog/06a-02,Michigan DNR Open Data Portal - Big Ten Academic Alliance Geoportal,3,1,00:00:05,0,0.00%,0.00%,$0.00
/catalog/06d-01-01,Hixson Plat Map Atlases of Michigan - Big Ten Academic Alliance Geoportal,3,3,00:00:08,0,0.00%,0.00%,$0.00
/catalog/06f64c8c-b5cd-463e-bcdb-0b9e3365fdda,Land Use - Camp Ripley and Beltrami Island State Forest: Minnesota - Big Ten Academic Alliance Geoportal,3,2,00:01:47,0,0.00%,0.00%,$0.00
/catalog/07d-02,UM Matthaei Botanical Gardens and Nichols Arboretum - Big Ten Academic Alliance Geoportal,3,2,00:00:26,0,0.00%,33.33%,$0.00
/catalog/0803aeb6-a081-46d5-99f7-a980610d1521,"Mapleton, Pennsylvania, 1894 - Big Ten Academic Alliance Geoportal",3,2,00:02:00,0,0.00%,0.00%,$0.00
/catalog/08b-42029,Chester County GIS Data - Big Ten Academic Alliance Geoportal,3,3,00:00:02,0,0.00%,33.33%,$0.00
/catalog/08b-42043,Dauphin County GIS Data Portal - Big Ten Academic Alliance Geoportal,3,2,00:00:02,0,0.00%,0.00%,$0.00
/catalog/08d-01,Penn State Rare Maps - Big Ten Academic Alliance Geoportal,3,3,00:01:16,1,0.00%,0.00%,$0.00
/catalog/09a-01,IndianaMAP - Big Ten Academic Alliance Geoportal,3,2,00:06:31,0,0.00%,33.33%,$0.00
/catalog/0cdf5cf8c19142c6b37685331e9cddd1,"Historic NAIP Imagery: State of Maryland, 2015 - Big Ten Academic Alliance Geoportal",3,1,00:05:34,0,0.00%,0.00%,$0.00
/catalog/0d0836ab-2d7b-4542-a25f-f4c044001d01,"Traffic Analysis Zones, Council of Governments: Prince George's County, Maryland - Big Ten Academic Alliance Geoportal",3,1,00:01:27,1,0.00%,0.00%,$0.00
/catalog/0ea01ec7-a838-4911-bf87-6478514b2e51,"Albion, Pennsylvania, 1911 - Big Ten Academic Alliance Geoportal",3,3,00:00:04,1,100.00%,66.67%,$0.00
/catalog/10b-55007,Bayfield County GIS Download - Big Ten Academic Alliance Geoportal,3,3,00:00:02,0,0.00%,0.00%,$0.00
/catalog/10c-03,"City of Madison, WI GIS Open Data Portal - Big Ten Academic Alliance Geoportal",3,2,00:00:02,0,0.00%,0.00%,$0.00
/catalog/10d-02,Wisconsin Coastal Atlas - Big Ten Academic Alliance Geoportal,3,2,00:00:29,0,0.00%,0.00%,$0.00
/catalog/115bb122d4bc487895b18031978438ae_0,Invasive Shrub Management Boundaries: University of Michigan - Big Ten Academic Alliance Geoportal,3,1,00:00:01,0,0.00%,0.00%,$0.00
/catalog/11a-05,Central Ohio Covid-19 Resource Hub - Big Ten Academic Alliance Geoportal,3,3,00:00:21,0,0.00%,0.00%,$0.00
/catalog/11b-39025,"Download GIS Data for Clermont County, Ohio - Big Ten Academic Alliance Geoportal",3,3,00:00:04,0,0.00%,0.00%,$0.00
/catalog/11b-39041,Delaware County GIS - Big Ten Academic Alliance Geoportal,3,3,00:00:04,0,0.00%,0.00%,$0.00
/catalog/11b-39049,"Franklin County Auditor, Ohio Open Data - Big Ten Academic Alliance Geoportal",3,2,00:00:14,0,0.00%,0.00%,$0.00
/catalog/11b-39057,"Data for Greene County, Ohio - Big Ten Academic Alliance Geoportal",3,2,00:00:02,0,0.00%,0.00%,$0.00
/catalog/11b-39083,"Downloadable Files to Download from Knox County, Ohio - Big Ten Academic Alliance Geoportal",3,2,00:00:18,0,0.00%,0.00%,$0.00
/catalog/11b-39107,"Auditor's Office Downloads for Mercer County, Ohio - Big Ten Academic Alliance Geoportal",3,3,00:00:02,0,0.00%,0.00%,$0.00
/catalog/12b-17031-2,Cook County Open Data - Big Ten Academic Alliance Geoportal,3,2,00:00:01,0,0.00%,0.00%,$0.00
/catalog/12d-01,Social Scientists Map Chicago Collection - Big Ten Academic Alliance Geoportal,3,2,00:00:03,1,100.00%,33.33%,$0.00
/catalog/13bf5708-e27e-42aa-8bb5-93172d7c5f69,Territories (Native Land Map) - Big Ten Academic Alliance Geoportal,3,3,00:00:05,0,0.00%,0.00%,$0.00
/catalog/15ae6b91-bfad-4617-b2cf-d3a46eb32f05,"Cape Town, South Africa - Big Ten Academic Alliance Geoportal",3,3,00:13:19,1,100.00%,33.33%,$0.00
/catalog/166a3161-7b3f-42cf-b1c8-87ecbe7f2641,"Map of Korea - City Map - Kunsan, South Korea, 1946 - Big Ten Academic Alliance Geoportal",3,1,00:00:08,1,0.00%,33.33%,$0.00
/catalog/175dda00-0218-40d1-a063-cc78611e3778,"Wabash Aerial (14): Indiana, 1929 - Big Ten Academic Alliance Geoportal",3,2,00:16:09,1,100.00%,66.67%,$0.00
/catalog/17e8322e52c147bdaad6807b6f13a770_0,Matthaei-Nichols Points of Interest: University of Michigan - Big Ten Academic Alliance Geoportal,3,1,00:00:03,0,0.00%,0.00%,$0.00
/catalog/1cb306b5331945548745a5ccd290188e_0,Covid-19 Deaths: Worldwide - Big Ten Academic Alliance Geoportal,3,1,00:01:14,0,0.00%,0.00%,$0.00
/catalog/21a0c20fe81545eaad6c768bb8f628e2,"BW Image Service: Oakland County, Michigan, 2006 - Big Ten Academic Alliance Geoportal",3,3,00:00:20,1,0.00%,33.33%,$0.00
/catalog/24hu-vx3h,"Address Points for Survey Township Area 20: Cook County, Illinois, 2016 - Big Ten Academic Alliance Geoportal",3,1,00:00:22,0,0.00%,0.00%,$0.00
/catalog/25628c48-b38a-4cd8-8dbe-185b3c7ce8d0,Bedrock Geology - Geologic Units [Illinois] - Big Ten Academic Alliance Geoportal,3,2,00:08:40,0,0.00%,0.00%,$0.00
/catalog/289b0a6c-ef2e-47a0-a092-d38bc93bac25,"Osceola Mills, Pennsylvania, 1905 - Big Ten Academic Alliance Geoportal",3,2,00:12:38,2,0.00%,33.33%,$0.00
/catalog/2a59d40c-967e-4055-a7ca-3d5ba1f5a876,"Plan of the City and Environs of Baltimore, 1801 - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/2b85536dd37d4e6e96ae67cc5e7962e7_0,"Community Safety Zone Parcels: Sioux Falls, South Dakota - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/2c3f42d0-a60a-4258-b74a-1551b57825e9,"Aerial Photography [Polk County, Wisconsin] {1938} - Big Ten Academic Alliance Geoportal",3,3,00:08:12,1,0.00%,66.67%,$0.00
/catalog/2ceef5ed-1def-4c21-b274-fca241f2866e,"19N 14W - Survey Map of Sauble Township, Lake County: Michigan - Big Ten Academic Alliance Geoportal",3,1,00:00:37,1,0.00%,33.33%,$0.00
/catalog/2e7d61c0-bd76-4ced-8135-21311d452681,"Drew's new and correct plan of the cities of London and Westminster, the borough of Southwark : including the latest improvements. ; Drew's new and correct plan of the cities of London and Westminster, the borough of Southwark : including the latest improvements. - Big Ten Academic Alliance Geoportal",3,1,00:09:38,1,0.00%,33.33%,$0.00
/catalog/2f6742ce-2def-48da-9204-d40195334b48,"Americae sive novi orbis, nova descriptio. - Big Ten Academic Alliance Geoportal",3,2,00:00:03,0,0.00%,0.00%,$0.00
/catalog/31640789-dccd-4061-8c2e-ab8ecdba2515,"39N 01W - Survey Maps of Boise Blanc Island and Mackinac (Michillimackinac) Island, Mackinac County, Page 3: Michigan - Big Ten Academic Alliance Geoportal",3,2,00:01:40,0,0.00%,0.00%,$0.00
/catalog/33340_bike_accessibility_data_2017,"Access Across America Bike Data [Milwaukee-Waukesha-West Allis, WI] (2017) - Big Ten Academic Alliance Geoportal",3,2,00:00:42,0,0.00%,33.33%,$0.00
/catalog/34027dfe35174b7487f2b894763a0f11,"BW Image Service: Oakland County, Michigan, 1940 - Big Ten Academic Alliance Geoportal",3,3,00:00:14,1,0.00%,66.67%,$0.00
/catalog/354357d1-dfe9-49c7-b0cd-8f6ebe6bda20,"Index Map: Atlas and Farm Directory with Complete Survey in Township Plats, Renville County, Minnesota, 1913 - Big Ten Academic Alliance Geoportal",3,3,00:00:20,1,0.00%,0.00%,$0.00
/catalog/354357d1-dfe9-49c7-b0cd-8f6ebe6bda20/admin,Big Ten Academic Alliance Geoportal,3,3,00:00:01,0,0.00%,66.67%,$0.00
/catalog/357c220f-2dad-4562-a4c9-382c5cb27f20,"Hellam, Pennsylvania, 1939 - Big Ten Academic Alliance Geoportal",3,2,00:00:21,2,50.00%,66.67%,$0.00
/catalog/36257e9f-82bb-4e2d-ac4b-fe257f0511b9,"Mapleton, Pennsylvania, 1904 - Big Ten Academic Alliance Geoportal",3,2,00:20:05,0,0.00%,66.67%,$0.00
/catalog/3945c624-6bfb-48b4-af53-a98d22f6b497,"Aerial Photography [Sauk County, Wisconsin] {1937} - Big Ten Academic Alliance Geoportal",3,3,00:00:00,1,100.00%,100.00%,$0.00
/catalog/40085f13-9dab-4a7d-a515-65534fcc9a2a,"Aerial Photography [Portage County, Wisconsin] {1938} - Big Ten Academic Alliance Geoportal",3,1,00:02:20,0,0.00%,0.00%,$0.00
/catalog/4100f1ac96c841aa88b7a6c5470ff3da_0,"Cuyahoga County Survey Monuments: Cuyahoga County, Ohio - Big Ten Academic Alliance Geoportal",3,1,00:04:25,1,0.00%,33.33%,$0.00
/catalog/41a5b2d7-c08c-418d-b207-839f5325873a,"Rivers: Allegan County, Michigan - Big Ten Academic Alliance Geoportal",3,1,00:00:02,0,0.00%,0.00%,$0.00
/catalog/4258a3be-1d60-4178-b59a-c4f3757557c7,America; Gedrukt by Ioachim Bormeester const en caart verkooper inde Warmoes Straat tot Amsterdam met previlegie. - Big Ten Academic Alliance Geoportal,3,2,00:14:19,1,100.00%,33.33%,$0.00
/catalog/431316e1-e749-477c-b2b4-4e0ba9e56d60,Disputed territory in North America - Big Ten Academic Alliance Geoportal,3,3,00:00:06,1,100.00%,66.67%,$0.00
/catalog/4441f1fc778a48748489a6534482c96e_0,"Municipalities WGS84 - Tiled: Cuyahoga County, Ohio - Big Ten Academic Alliance Geoportal",3,1,00:03:36,1,0.00%,33.33%,$0.00
/catalog/47b98760-ce2f-4887-bf9c-311ab5695b62,"Map of Romania - Szinyér-Váralja und Kraszna-Béltek (Seini and Beltiug), 1912 - Big Ten Academic Alliance Geoportal",3,3,00:02:33,2,100.00%,66.67%,$0.00
/catalog/49e77fc65b39481c8242e9aeae3b3bcf_13,Wastewater Treatment Plants [Iowa] - Big Ten Academic Alliance Geoportal,3,2,00:01:12,1,100.00%,33.33%,$0.00
/catalog/4f2fc5165c1944eaaaaeeda789cd02b3_1,"Urban Setting Designation Areas, Groundwater: Ohio - Big Ten Academic Alliance Geoportal",3,2,00:00:29,2,50.00%,66.67%,$0.00
/catalog/4fe67bad-d8e5-4404-a226-8948d133cded,"Aerial Photography [Iron County, Wisconsin] {1938} - Big Ten Academic Alliance Geoportal",3,1,00:00:02,0,0.00%,0.00%,$0.00
/catalog/5ac901dc-5a70-483c-a57d-038b62e4c5f3,"Williamsport, Pennsylvania, 1912 - Big Ten Academic Alliance Geoportal",3,2,00:01:41,1,100.00%,66.67%,$0.00
/catalog/5bb8148f1300432fb0dc7b6ea1f0335c_19,County Borders [Iowa] - Big Ten Academic Alliance Geoportal,3,2,00:00:41,1,100.00%,33.33%,$0.00
/catalog/5df5948411e94050a70f861d1d66629c_6,"Position Sheet Grid: Baltimore County, Maryland - Big Ten Academic Alliance Geoportal",3,2,00:00:23,0,0.00%,66.67%,$0.00
/catalog/5f08f194-e1e3-4c20-8294-d92b0bb7320a,"Atlas of the state of Iowa, 1904 - Big Ten Academic Alliance Geoportal",3,2,00:00:07,0,0.00%,0.00%,$0.00
/catalog/628e0648-2bbe-4dfd-9b12-b3061594ea10,"Sectional and road map, Lake County, Indiana - Big Ten Academic Alliance Geoportal",3,2,00:00:26,2,50.00%,66.67%,$0.00
/catalog/66EE8EB8-51F6-4E2A-A1A4-0E3B1A489040,"Addresses: Brown County, Wisconsin 2021 - Big Ten Academic Alliance Geoportal",3,1,00:11:16,0,0.00%,0.00%,$0.00
/catalog/68634fa4-d120-4827-a099-de83d2838cee,Big Ten Academic Alliance Geoportal,3,1,00:00:21,0,0.00%,0.00%,$0.00
/catalog/6e7f196a-c85e-4e72-a20b-32cca2a07145,"Map of Finland - XXXVI 13, 1922 - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/6eed37b1444741a4b5fe6b28cc2fdd95_0,"anderson Land Use - Generalized: Dauphin County, Pennsylvania, United States - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/700222BB-9B44-4BF8-914B-BCD34304A4B7,"Bike Elevator City of Madison, Wisconsin 2020 - Big Ten Academic Alliance Geoportal",3,2,00:03:55,0,0.00%,33.33%,$0.00
/catalog/72e72e6a-3037-41af-98e7-84dd1270c926,"Critical Area Buffer Exemption Areas: Anne Arundel County, Maryland - Big Ten Academic Alliance Geoportal",3,2,00:02:52,2,50.00%,66.67%,$0.00
/catalog/75bf0d81-e69d-4044-b9a4-e1591ed29c31,"General Land Office Township Plat: Calhoun County, Iowa; 86N 31W - Big Ten Academic Alliance Geoportal",3,1,00:00:26,1,0.00%,33.33%,$0.00
/catalog/75d459bb-ef9b-44fc-9a86-d15d06cd829b,"Aerial Photography [Ashland County, Wisconsin] {1939} - Big Ten Academic Alliance Geoportal",3,3,00:01:14,0,0.00%,33.33%,$0.00
/catalog/7775c9d441ac43328e5611d9fd56da7d_4,"City Limits: Sioux Falls, South Dakota - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/7cd68f3ce919431b889e4101c6aff3ed_1,Landform-Level Ecosystems of the Arb: University of Michigan - Big Ten Academic Alliance Geoportal,3,1,00:00:01,0,0.00%,0.00%,$0.00
/catalog/7D5C3892-CB6F-4B39-8297-1631B1CF2DE4,"Deer Management Units, Zones, and Metro Subunits 2018 - Big Ten Academic Alliance Geoportal",3,2,00:07:33,1,0.00%,0.00%,$0.00
/catalog/7eff5992be594422a497c7bc86d9abbd_0,"City Council Wards: Vanderburgh County, Indiana, United States - Big Ten Academic Alliance Geoportal",3,2,00:01:37,2,50.00%,66.67%,$0.00
/catalog/81fe7459c0c243bb93f578946f1021c4_7,"Corporation Limits: Athens County, Ohio - Big Ten Academic Alliance Geoportal",3,1,00:04:59,1,0.00%,33.33%,$0.00
/catalog/847a681c-6b92-49fb-bf58-9ff3b2616c58,"Quarter Section Boundaries: Allegan County, Michigan - Big Ten Academic Alliance Geoportal",3,1,00:00:03,0,0.00%,0.00%,$0.00
/catalog/8888-003,Research Guide to Public Land Survey System (PLSS) and General Land Office (GLO) Plats - Big Ten Academic Alliance Geoportal,3,2,00:00:11,0,0.00%,33.33%,$0.00
/catalog/899ba6b16cab4ad699b8fab049f01ace,"BW Image Service: Oakland County, Michigan, 2002 - Big Ten Academic Alliance Geoportal",3,3,00:00:53,0,0.00%,33.33%,$0.00
/catalog/8b3f617f-5723-4c5e-8bb3-8133ae9fb32e,"Aerial Photography [Crawford County, Wisconsin] {1938} - Big Ten Academic Alliance Geoportal",3,1,00:12:05,0,0.00%,33.33%,$0.00
/catalog/8d619922691b47009c3121994bc14234_0,Conifers of the Arb: University of Michigan - Big Ten Academic Alliance Geoportal,3,1,00:01:06,0,0.00%,0.00%,$0.00
/catalog/91a44893-74ec-48e7-a83d-90c5fb5d1e07,"Mapleton, Pennsylvania, 1911 - Big Ten Academic Alliance Geoportal",3,3,00:00:28,3,0.00%,33.33%,$0.00
/catalog/99-1005,Covid-19 (Michigan Department of Transportation) - Big Ten Academic Alliance Geoportal,3,3,00:00:02,0,0.00%,0.00%,$0.00
/catalog/99-1011,Big Ten Academic Alliance Geoportal,3,2,00:03:31,1,0.00%,0.00%,$0.00
/catalog/999-0001-001,Social Explorer: American Community Surveys (1-Year Estimates) - Big Ten Academic Alliance Geoportal,3,2,00:01:28,0,0.00%,0.00%,$0.00
/catalog/999-0002-2000,"LandScan Global Population Database, 2000 - Big Ten Academic Alliance Geoportal",3,2,00:00:24,0,0.00%,0.00%,$0.00
/catalog/999-0003-010,Analytics (PolicyMap) - Big Ten Academic Alliance Geoportal,3,2,00:00:29,0,0.00%,0.00%,$0.00
/catalog/999-0010-kansas,Fire Insurance Maps Online (FIMo): Kansas - Big Ten Academic Alliance Geoportal,3,2,00:00:08,0,0.00%,33.33%,$0.00
/catalog/999-0010-south-carolina,Fire Insurance Maps Online (FIMo): South Carolina - Big Ten Academic Alliance Geoportal,3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/999-0010-tennessee,Fire Insurance Maps Online (FIMo): Tennessee - Big Ten Academic Alliance Geoportal,3,1,00:00:02,0,0.00%,0.00%,$0.00
/catalog/999-0010-washington,Fire Insurance Maps Online (FIMo): Washington - Big Ten Academic Alliance Geoportal,3,3,00:00:17,2,50.00%,33.33%,$0.00
/catalog/999-0011-nevada,"Digital Sanborn Maps (Black & White): Nevada, 1867-1970 - Big Ten Academic Alliance Geoportal",3,2,00:00:12,2,50.00%,66.67%,$0.00
/catalog/999-0011-new-mexico,"Digital Sanborn Maps (Black & White): New Mexico, 1867-1970 - Big Ten Academic Alliance Geoportal",3,2,00:00:31,1,0.00%,0.00%,$0.00
/catalog/999-0011-oregon,"Digital Sanborn Maps (Black & White): Oregon, 1867-1970 - Big Ten Academic Alliance Geoportal",3,1,00:00:09,1,0.00%,33.33%,$0.00
/catalog/9d05c280-3f32-41a1-b3f6-cf8be175e0f4,"47N 03W - Survey Map of Bay Mills Township, Chippewa County, page 1: Michigan - Big Ten Academic Alliance Geoportal",3,2,00:01:55,2,0.00%,66.67%,$0.00
/catalog/a24ce86b-6f21-4a7b-931e-fe087889528e,"Index Map: Standard Atlas of Clay County, 1909 - Big Ten Academic Alliance Geoportal",3,2,00:00:13,1,100.00%,66.67%,$0.00
/catalog/a409ed4a-23f5-4d8d-942b-4be55c586985,"Imagery 2017 - 3 inch pixels: Allegheny County, Pennsylvania - Big Ten Academic Alliance Geoportal",3,1,00:01:20,0,0.00%,0.00%,$0.00
/catalog/a43fea42-d6b0-48f2-a9e9-114212cf6b13,"39N 01W - Survey Maps of Boise Blanc Island and Mackinac (Michillimackinac) Island, Mackinac County, Page 8: Michigan - Big Ten Academic Alliance Geoportal",3,1,00:00:41,0,0.00%,0.00%,$0.00
/catalog/a74afa30-994e-0134-2096-0050569601ca-9,Asher & Adams' Illinois. - Big Ten Academic Alliance Geoportal,3,2,00:02:40,0,0.00%,0.00%,$0.00
/catalog/a7cd9990-994e-0134-2096-0050569601ca-d,A map of a portion of the Indian country lying east and west of the Mississippi River to the forty sixth degree of north latitude from personal observation made in the autumn of 1835 and recent authentic documents. - Big Ten Academic Alliance Geoportal,3,3,00:03:19,0,0.00%,0.00%,$0.00
/catalog/a8d5afd1-5fa9-41b5-8f9a-bfc9b0f37097,"Aerial Photography [Taylor County, Wisconsin] {1939} - Big Ten Academic Alliance Geoportal",3,1,00:02:01,1,0.00%,0.00%,$0.00
/catalog/all-relationships/admin,Big Ten Academic Alliance Geoportal,3,1,00:00:11,0,0.00%,0.00%,$0.00
/catalog/all-relationships/atom,Big Ten Academic Alliance Geoportal,3,1,00:00:02,0,0.00%,0.00%,$0.00
/catalog/ark-85335-m55d8ps3p,"Osolo, Township 38N Range 5E: Elkart County, Indiana - Big Ten Academic Alliance Geoportal",3,1,00:01:18,0,0.00%,0.00%,$0.00
/catalog/ark-85335-m5d50h881,"Greenwood, Township 19N Range 5W: Clare County, Michigan - Big Ten Academic Alliance Geoportal",3,1,00:00:03,1,0.00%,0.00%,$0.00
/catalog/ark-85335-m5qf8kx03,"Olive, Township 36N Range 4E: Elkart County, Indiana - Big Ten Academic Alliance Geoportal",3,1,00:00:05,0,0.00%,0.00%,$0.00
/catalog/b034388df7c447c98609e39453a3abaa_0,"CCTV Locations: Baltimore, Maryland - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,0.00%,100.00%,$0.00
/catalog/b1c70922-977b-48af-8572-eb42a16ef190,"Lakes: Allegan County, Michigan - Big Ten Academic Alliance Geoportal",3,2,00:00:02,0,0.00%,33.33%,$0.00
/catalog/b2ada8fc-3be9-4a7d-818f-708f7d3785da,"Greensburg, Pennsylvania, 1915 - Big Ten Academic Alliance Geoportal",3,2,00:02:25,2,0.00%,33.33%,$0.00
/catalog/bbb12fbab3154b19803715b6ee561939_35,Public Hunting Areas: Nebraska - Big Ten Academic Alliance Geoportal,3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/bc32f3f647ba4b4eacd9dff2a436705d_7,"BFE: City of Baltimore, Maryland - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/bc6c287b-cc90-4416-87d9-3a993731eafd,"Roads: Allegan County, Michigan - Big Ten Academic Alliance Geoportal",3,1,00:00:05,0,0.00%,0.00%,$0.00
/catalog/bd06d0550d7942c6bcea42efbe224280_0,"Birds: DuPage County, Illinois - Big Ten Academic Alliance Geoportal",3,2,00:00:22,0,0.00%,0.00%,$0.00
/catalog/c034069d14b34b4191c9cdae11d26f1d_0,Facilities & Buildings: University of Michigan - Big Ten Academic Alliance Geoportal,3,1,00:00:01,0,0.00%,0.00%,$0.00
/catalog/c1fff731-3e89-4b84-ae64-a1de1d4ea09e,"Shippensburg, Pennsylvania, 1899 - Big Ten Academic Alliance Geoportal",3,3,00:00:00,3,100.00%,100.00%,$0.00
/catalog/c28bf123e1d449c983bc9a0817af31d3_0,"Matthaei-Nichols Properties, Inverse: University of Michigan - Big Ten Academic Alliance Geoportal",3,1,00:00:05,0,0.00%,0.00%,$0.00
/catalog/c3a5217d22d94e6f9d30a0964395cf89_8,303(d) Impaired Lakes - Listed - Big Ten Academic Alliance Geoportal,3,2,00:00:16,0,0.00%,33.33%,$0.00
/catalog/c7074054e2324e5cbd5688766789b4eb_0,511 Flooding [Illinois] - Big Ten Academic Alliance Geoportal,3,2,00:00:13,0,0.00%,0.00%,$0.00
/catalog/c8d475b9-1427-4a3e-9f47-d99c364a9901,"Atlas of Hancock County, Iowa, 1914 - Big Ten Academic Alliance Geoportal",3,1,00:01:29,0,0.00%,0.00%,$0.00
/catalog/c9d272177d05497b9b7ec9dbc1b6de26_26,"Impaired Streams of Iowa: State of Iowa, 2018 - Big Ten Academic Alliance Geoportal",3,1,00:00:48,1,0.00%,33.33%,$0.00
/catalog/clearinghouse_isgs_illinois_edu,Illinois Geospatial Data Clearinghouse - Big Ten Academic Alliance Geoportal,3,2,00:00:05,0,0.00%,0.00%,$0.00
/catalog/D-academic-institutions-maps,Academic Institutions and Libraries Historical Maps Collection - Big Ten Academic Alliance Geoportal,3,1,00:02:38,0,0.00%,0.00%,$0.00
