Page,Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/catalog/6eed37b1444741a4b5fe6b28cc2fdd95_0,"anderson Land Use - Generalized: Dauphin County, Pennsylvania, United States - Big Ten Academic Alliance Geoportal",5,5,00:00:00,5,100.00%,100.00%,$0.00
/catalog/6f23a94a-01e0-4ada-95f7-a49ac30a8f7f,"08S 19W - Survey Map of Galien Township, Berrien County: Michigan - Big Ten Academic Alliance Geoportal",5,3,00:01:08,0,0.00%,0.00%,$0.00
/catalog/6fa8883b-752c-49d8-97dc-d7e9a377e02d,"Shamokin, Pennsylvania, 1913 - Big Ten Academic Alliance Geoportal",5,3,00:01:12,3,66.67%,60.00%,$0.00
/catalog/71f20ffde5a14ac88db5b05390a36455_10,"Active Stream Area: Cuyahoga County, Ohio - Big Ten Academic Alliance Geoportal",5,4,00:03:15,0,0.00%,20.00%,$0.00
/catalog/71f20ffde5a14ac88db5b05390a36455_13,"Priority Conservation Areas - Ohio Balanced Growth Program: Cuyahoga County, Ohio - Big Ten Academic Alliance Geoportal",5,3,00:00:07,0,0.00%,0.00%,$0.00
/catalog/71f20ffde5a14ac88db5b05390a36455_3,"Water Bodies - Metroparks/CEGIS: Cuyahoga County, Ohio - Big Ten Academic Alliance Geoportal",5,2,00:00:05,0,0.00%,0.00%,$0.00
/catalog/73be4465aaf6476f981b3a6cf72465be_0,Michigan Circa 1800 Presettlement Vegetation Cover: Michigan - Big Ten Academic Alliance Geoportal,5,4,00:00:38,4,25.00%,80.00%,$0.00
/catalog/765f28dff9e744aca87bbcb5408507a1_0,"Trails Racine County: Racine County Courthouse, Register of Deeds Land Description Department - Big Ten Academic Alliance Geoportal",5,4,00:00:05,0,0.00%,0.00%,$0.00
/catalog/77f-0001,General Land Office Township Plats - Big Ten Academic Alliance Geoportal,5,4,00:03:28,0,0.00%,0.00%,$0.00
/catalog/77f36f75-d047-4317-9a43-95d5e943ed8c,"04S 18W - Survey Map of Benton Township, Berrien County: Michigan - Big Ten Academic Alliance Geoportal",5,2,00:00:22,1,0.00%,20.00%,$0.00
/catalog/7c898fba-7bd0-4e55-bcd4-ff7862cb4de3,Lake Basin Littoral Zone: Minnesota - Big Ten Academic Alliance Geoportal,5,4,00:02:44,0,0.00%,20.00%,$0.00
/catalog/7d2ca707-72df-43cc-a1e3-cbcdab2a3fd6,Unclassified Drainage Flowlines in Watersheds : Indiana - Big Ten Academic Alliance Geoportal,5,2,00:00:04,0,0.00%,0.00%,$0.00
/catalog/7e97fb13-f989-4ee6-b82d-cc98f8b57a16,"Aerial Photography: Adams County, Wisconsin, 1938 - Big Ten Academic Alliance Geoportal",5,5,00:00:45,0,0.00%,20.00%,$0.00
/catalog/7f89ea0c-d153-4310-8fab-581bd31357b5,"Richland, Pennsylvania, 1913 - Big Ten Academic Alliance Geoportal",5,2,00:05:12,2,50.00%,40.00%,$0.00
/catalog/851FF064-83B2-4127-8A98-FBD1E8882DC2,"Addresses: Adams County, Wisconsin, 2012 - Big Ten Academic Alliance Geoportal",5,4,00:00:09,2,0.00%,20.00%,$0.00
/catalog/8890aead-1582-4737-a9de-e908e17d3a90,"Aeromagnetic anomaly map of Minnesota, S-11 - Big Ten Academic Alliance Geoportal",5,5,00:00:00,5,100.00%,100.00%,$0.00
/catalog/8b28cef917b04d3fa4e75d650e06f431_0,Brownfields: Michigan - Big Ten Academic Alliance Geoportal,5,4,00:00:38,0,0.00%,20.00%,$0.00
/catalog/8e5a95a0-fd60-4880-bdcc-a5ce4c71e39a,"Aerial Photography: Sawyer County, Wisconsin, 1939 - Big Ten Academic Alliance Geoportal",5,3,00:03:52,1,0.00%,40.00%,$0.00
/catalog/9281d6a1-1622-4e56-a670-291ccf0a83da,"07S 17W - Survey Map of Niles Township, Berrien County, Page 2: Michigan - Big Ten Academic Alliance Geoportal",5,1,00:00:23,0,0.00%,0.00%,$0.00
/catalog/94A2561F-4096-41C7-9F15-3489A5B5B0DD,"Coastal Wetlands Areas: Wisconsin, 2017 - Big Ten Academic Alliance Geoportal",5,3,00:02:15,0,0.00%,0.00%,$0.00
/catalog/999-0010-arizona,Fire Insurance Maps Online (FIMo): Arizona - Big Ten Academic Alliance Geoportal,5,4,00:00:09,0,0.00%,0.00%,$0.00
/catalog/999-0010-ohio,Fire Insurance Maps Online (FIMo): Ohio - Big Ten Academic Alliance Geoportal,5,3,00:00:37,2,0.00%,20.00%,$0.00
/catalog/999-0011-idaho,"Digital Sanborn Maps (Black & White): Idaho, 1867-1970 - Big Ten Academic Alliance Geoportal",5,2,00:00:27,1,0.00%,20.00%,$0.00
/catalog/999-0011-new-hampshire,"Digital Sanborn Maps (Black & White): New Hampshire, 1867-1970 - Big Ten Academic Alliance Geoportal",5,3,00:00:14,3,66.67%,40.00%,$0.00
/catalog/99b3c27bd92a440b8cdb85dba088e403_23,Agricultural: Iowa - Big Ten Academic Alliance Geoportal,5,3,00:01:08,0,0.00%,0.00%,$0.00
/catalog/9ca1b93c7e5c4a63876b64e9257d6d0f_2,"FEMA Flood Insurance Rate Map Panels: Summit County, Ohio, 2009 - Big Ten Academic Alliance Geoportal",5,5,00:00:00,5,40.00%,100.00%,$0.00
/catalog/a7cd9990-994e-0134-2096-0050569601ca-d,A map of a portion of the Indian country lying east and west of the Mississippi River to the forty sixth degree of north latitude from personal observation made in the autumn of 1835 and recent authentic documents. - Big Ten Academic Alliance Geoportal,5,5,00:01:27,0,0.00%,40.00%,$0.00
/catalog/a7d61b0a-73cc-475d-b069-5270ddf7867f,Plan de Paris - Big Ten Academic Alliance Geoportal,5,5,00:00:00,5,100.00%,100.00%,$0.00
/catalog/a8dae3e8619a4372b84ce4d91a4126c5_18,"911 Road Centerlines, Saint Louis County, MN: Saint Louis County, Minnesota - Big Ten Academic Alliance Geoportal",5,4,00:00:58,0,0.00%,0.00%,$0.00
/catalog/ad73cab9-d469-4b26-9321-2ec016081a36,"Transforming Neighborhoods Initiative Areas: Prince George's County, Maryland - Big Ten Academic Alliance Geoportal",5,4,00:00:14,4,75.00%,80.00%,$0.00
/catalog/aeb53d0d79a645cba567b73931f88621_11,Lake Erie Shoreline: Michigan - Big Ten Academic Alliance Geoportal,5,3,00:00:17,0,0.00%,20.00%,$0.00
/catalog/ANT-REF-MT2503-003,Bear Peninsula: Antarctica - Big Ten Academic Alliance Geoportal,5,4,00:00:19,0,0.00%,0.00%,$0.00
/catalog/b2abf87c-48f1-4fd2-a11a-d4e63df083b9,"07S 20W - Survey Map of Chikaming Township, Berrien County: Michigan - Big Ten Academic Alliance Geoportal",5,2,00:00:43,0,0.00%,0.00%,$0.00
/catalog/b3baae43-3411-467c-8add-8fc066bdcfdb,American Indian Reservation Boundaries [Minnesota] (2010) - Big Ten Academic Alliance Geoportal,5,3,00:00:10,0,0.00%,20.00%,$0.00
/catalog/b4a26b00-631a-4601-b94c-3489d64ece2e,"Aerial Photography: Lincoln County, Wisconsin, 1938 - Big Ten Academic Alliance Geoportal",5,3,00:00:40,1,0.00%,20.00%,$0.00
/catalog/b669d4761dd44a809a69013f26d510e4_0,"Soils (Ssurgo Soils 2011): Dupage County, Illinois - Big Ten Academic Alliance Geoportal",5,5,00:00:58,4,75.00%,80.00%,$0.00
/catalog/bc32f3f647ba4b4eacd9dff2a436705d_7,"BFE: City of Baltimore, Maryland - Big Ten Academic Alliance Geoportal",5,5,00:00:00,5,100.00%,100.00%,$0.00
/catalog/c3af578486334d6ebe02b203bdddfec8_3,Rail Crossings: Perry County - Big Ten Academic Alliance Geoportal,5,1,00:00:08,0,0.00%,0.00%,$0.00
/catalog/c3cfba0b71524c32ac96bf79052f132d_0,"311 Snow/Icy Conditions Service Requests: Baltimore, Maryland - Big Ten Academic Alliance Geoportal",5,3,00:00:37,0,0.00%,0.00%,$0.00
/catalog/c4b0cd43d50949e98e57de9f22b455fc_35,"Neighborhood Names: Washington, D.C. Centroid: Washington, D.C. - Big Ten Academic Alliance Geoportal",5,5,00:00:00,5,40.00%,100.00%,$0.00
/catalog/c4cf8225b06a4da9b28ebce9994e7c52_2,"Wetlands: Summit County, Ohio - Big Ten Academic Alliance Geoportal",5,2,00:05:54,2,0.00%,40.00%,$0.00
/catalog/c6f047ab-726b-4a06-a9ae-04ecca4a8950,"08S 17W - Survey Map of Bertrand Township, Berrien County, Page 2: Michigan - Big Ten Academic Alliance Geoportal",5,3,00:03:59,0,0.00%,0.00%,$0.00
/catalog/c867149ed69f41a2bd7de5eadfb3f38a_0,Trails in Milwaukee County: Milwaukee County GIS and Land Information - Big Ten Academic Alliance Geoportal,5,3,00:00:04,0,0.00%,0.00%,$0.00
/catalog/caae2fcd-0d80-47d6-86db-a8ea6a2997e3,Redistricting Data [Minnesota] (2020) - Big Ten Academic Alliance Geoportal,5,3,00:01:49,1,0.00%,40.00%,$0.00
/catalog/cd501ee3-c47f-46ff-abae-5bfe9e997092,Earthquake Paleoliquefaction Sites: Indiana - Big Ten Academic Alliance Geoportal,5,5,00:00:27,1,0.00%,20.00%,$0.00
/catalog/d328c47c99a945f9bceb18a549644c6a_3,Bedrock Geology 500k - Geologic Units: Ohio - Big Ten Academic Alliance Geoportal,5,4,00:03:18,4,25.00%,60.00%,$0.00
/catalog/d59b21f762c648869d4df3b3cb4d6ad4_0,"Lake County Wetland Inventory: Lake County, Illinois - Big Ten Academic Alliance Geoportal",5,3,00:00:20,0,0.00%,0.00%,$0.00
/catalog/d8eb967d5cda4a58bc0fb4500f3285d3_0,"Diabetes Prevention Programs: Philadelphia, Pennsylvania, United States - Big Ten Academic Alliance Geoportal",5,3,00:00:35,0,0.00%,0.00%,$0.00
/catalog/db6670e0-477a-4a6a-9243-f7c95f6b127c,East 63rd Street : Cottage Grove Ave. to Stony Island Ave. - Big Ten Academic Alliance Geoportal,5,2,00:05:34,2,50.00%,40.00%,$0.00
/catalog/E037D8E2-BF44-41F9-BF41-2BD4C82D986D,"Classified Trout Stream Lines Wisconsin, 2021 - Big Ten Academic Alliance Geoportal",5,3,00:00:09,0,0.00%,0.00%,$0.00
/catalog/e2e9a98e-56d1-4031-9810-ccf7c58fdacc,Evening Bat distribution in North America - Big Ten Academic Alliance Geoportal,5,3,00:01:02,0,0.00%,20.00%,$0.00
/catalog/f1a46828-7a2f-4392-8134-551e64a71dc5,Wild Rice Lakes Identified by DNR Wildlife: Minnesota - Big Ten Academic Alliance Geoportal,5,5,00:01:28,1,0.00%,20.00%,$0.00
/catalog/f9e37987105f49859193b80167e95a02_0,"Water Bodies: St. Croix County, Wisconsin - Big Ten Academic Alliance Geoportal",5,3,00:00:09,0,0.00%,0.00%,$0.00
/catalog/fb42ee6a-cdd2-4c67-a94a-780a6dbb1959,"General highway and transportation map, Miami County, Indiana - Big Ten Academic Alliance Geoportal",5,3,00:01:21,3,66.67%,60.00%,$0.00
/catalog/fe32f034-a598-49cf-9165-80f0eadc9b86,State Designated Trout Streams - PLS Sections: Minnesota - Big Ten Academic Alliance Geoportal,5,4,00:00:31,0,0.00%,0.00%,$0.00
/catalog/FE353607-82A5-4AF9-B5C8-57E89C9FC2BF,"Classified Trout Locations Wisconsin, 2018 - Big Ten Academic Alliance Geoportal",5,4,00:00:28,0,0.00%,0.00%,$0.00
/catalog/fe4b6ab5-1705-43f5-8cd9-8143a00b709f,"Satellite detected waters in Khulna division, Bangladesh - Big Ten Academic Alliance Geoportal",5,2,00:01:07,0,0.00%,0.00%,$0.00
/catalog/open-iowa_opendata_arcgis_com,State of Iowa Open Spatial Data - Big Ten Academic Alliance Geoportal,5,1,00:01:27,0,0.00%,0.00%,$0.00
/catalog/p16022coll205:324,"Tourist's pocket map and business guide of Colorado Springs, Colorado - Big Ten Academic Alliance Geoportal",5,4,00:00:50,0,0.00%,60.00%,$0.00
/catalog/p16022coll245:973,"1917 general plan Minneapolis, Minnesota : showing complete street and park system - Big Ten Academic Alliance Geoportal",5,4,00:07:09,4,50.00%,80.00%,$0.00
/catalog/VAC3073-M-00654/admin,Big Ten Academic Alliance Geoportal,5,1,00:00:36,0,0.00%,0.00%,$0.00
/catalog/VAC3073-M-00712,Map of the city of Gary and vicinity - Big Ten Academic Alliance Geoportal,5,4,00:03:15,4,75.00%,80.00%,$0.00
/catalog/VAC3073-M-00961,"Bloomington map, downtown Bloomington & Indiana University. - Big Ten Academic Alliance Geoportal",5,5,00:00:00,5,100.00%,100.00%,$0.00
/catalog/VAC3073-M-00965,Map of southwestern Indiana showing locations of active coal mines - Big Ten Academic Alliance Geoportal,5,5,00:00:00,5,80.00%,100.00%,$0.00
/catalog/VAC9619-000108,"L-36-42-Б Галагановка (Halahanivka, Ukraine) - Big Ten Academic Alliance Geoportal",5,3,00:00:33,0,0.00%,0.00%,$0.00
/catalog/VAC9619-002566,"Q-36-15 и 16 Уполокша (Upoloksha, Russia) - Big Ten Academic Alliance Geoportal",5,1,00:00:39,1,0.00%,20.00%,$0.00
/catalog/VAC9619-003222,"O-35-144 Невель (Nevel', Russia) - Big Ten Academic Alliance Geoportal",5,1,00:00:19,0,0.00%,0.00%,$0.00
/catalog/01b-18057,"Hamilton County, Indiana Open Data Collection - Big Ten Academic Alliance Geoportal",4,1,00:02:53,0,0.00%,0.00%,$0.00
/catalog/01c-01,"City of Bloomington, Indiana Open Data Collection - Big Ten Academic Alliance Geoportal",4,1,00:01:49,0,0.00%,0.00%,$0.00
/catalog/0257eff8-92ec-4607-b29c-b4eb0125969e,"Class A Wild Trout Streams - points: Pennsylvania, 2019 - Big Ten Academic Alliance Geoportal",4,4,00:00:03,0,0.00%,0.00%,$0.00
/catalog/02a-02,Illinois EPA Open Data - Big Ten Academic Alliance Geoportal,4,1,00:01:24,0,0.00%,0.00%,$0.00
/catalog/03d-01,Iowa Historical County Atlases - Big Ten Academic Alliance Geoportal,4,2,00:00:16,0,0.00%,0.00%,$0.00
/catalog/03d-02,Hixson Plat Map Atlases of Iowa - Big Ten Academic Alliance Geoportal,4,3,00:00:20,0,0.00%,0.00%,$0.00
/catalog/04a-01,Maryland iMap - Big Ten Academic Alliance Geoportal,4,3,00:00:10,0,0.00%,0.00%,$0.00
/catalog/04a156ff-b9d2-47ad-866e-f4af89dd7712,Herp Aquatic Habitat - High Allegheny Plateau Ecoregion: Pennsylvania - Big Ten Academic Alliance Geoportal,4,3,00:03:27,2,50.00%,50.00%,$0.00
/catalog/06ac5bd99e0e49dab0585bc0ae3ad400_0,"Sidewalks and Crosswalks: SEMCOG, Southeast Michigan Council of Governments - Big Ten Academic Alliance Geoportal",4,3,00:00:54,0,0.00%,0.00%,$0.00
/catalog/06f64c8c-b5cd-463e-bcdb-0b9e3365fdda,Land Use - Camp Ripley and Beltrami Island State Forest: Minnesota - Big Ten Academic Alliance Geoportal,4,3,00:00:21,0,0.00%,25.00%,$0.00
/catalog/07d-01,Clark Library Scanned Maps - Big Ten Academic Alliance Geoportal,4,4,00:01:23,1,0.00%,0.00%,$0.00
/catalog/07D203B6-B610-4EDC-8C07-614C88FB337A,"PLSS: Portage County, Wisconsin, 2019 - Big Ten Academic Alliance Geoportal",4,3,00:00:27,0,0.00%,25.00%,$0.00
/catalog/0885bf61c5894fb0bdafb08040e493bf_0,"Hiking Trails: Sauk County, Wisconsin - Big Ten Academic Alliance Geoportal",4,3,00:00:04,0,0.00%,0.00%,$0.00
/catalog/08d-01,Penn State Rare Maps - Big Ten Academic Alliance Geoportal,4,3,00:00:11,0,0.00%,25.00%,$0.00
/catalog/09a-02,Indiana Statewide LiDAR: 2011-2013 - Big Ten Academic Alliance Geoportal,4,2,00:00:49,1,0.00%,25.00%,$0.00
/catalog/0A86363C-8476-46A2-98C0-BA6BA370DE76,"Forestry Dispatch Groups, Wisconsin 2013 - Big Ten Academic Alliance Geoportal",4,1,00:02:06,0,0.00%,0.00%,$0.00
/catalog/0d0836ab-2d7b-4542-a25f-f4c044001d01,"Traffic Analysis Zones, Council of Governments: Prince George's County, Maryland - Big Ten Academic Alliance Geoportal",4,4,00:00:00,4,100.00%,100.00%,$0.00
/catalog/0e41d423-9ef3-4c62-9329-e26ccf43f4a3,"Trees: Ann Arbor, Michigan - Big Ten Academic Alliance Geoportal",4,3,00:00:09,0,0.00%,0.00%,$0.00
/catalog/0e960264-4cb8-4f47-ac34-a302fe48608d,"17N 02E - Survey Map of Bentley Township, Gladwin County: Michigan - Big Ten Academic Alliance Geoportal",4,1,00:02:23,1,0.00%,25.00%,$0.00
/catalog/0f26df9b-15b9-4877-b235-55ed19e20d66,Height Modernization (ILHMP) LiDAR Data [Illinois]) - Big Ten Academic Alliance Geoportal,4,3,00:00:47,1,0.00%,50.00%,$0.00
/catalog/0f95e0a0033e40aa9b0d52a38d43773d_0,AdultCorrectionalFacilities: State of Iowa - Big Ten Academic Alliance Geoportal,4,3,00:01:08,0,0.00%,0.00%,$0.00
/catalog/10d-01,WisconsinView - Big Ten Academic Alliance Geoportal,4,3,00:00:16,0,0.00%,0.00%,$0.00
/catalog/11860ca6-9ee4-4ff2-b30b-da9e2f13262a,"City, Township, and Unorganized Territory: Minnesota - Big Ten Academic Alliance Geoportal",4,3,00:00:17,3,33.33%,50.00%,$0.00
/catalog/11b-39129,"GIS and Map Data Downloads for Pickaway County, Ohio - Big Ten Academic Alliance Geoportal",4,4,00:00:00,4,100.00%,100.00%,$0.00
/catalog/12c-01,City of Chicago Data Portal - Big Ten Academic Alliance Geoportal,4,2,00:00:09,1,0.00%,0.00%,$0.00
/catalog/12fee064-d42c-4f83-862f-1291848704cd,"First map, or map of 1578 : [of the east coast of the United States] ; Second map, or map of 1620. - Big Ten Academic Alliance Geoportal",4,3,00:01:44,3,33.33%,75.00%,$0.00
/catalog/1343c485-65ab-4027-afee-1c08f9cb6fa6,Elections: Population Eligible to Vote (PolicyMap) - Big Ten Academic Alliance Geoportal,4,2,00:00:10,0,0.00%,0.00%,$0.00
/catalog/13d882e7-d806-4729-9c50-0fbc59fcbae1,"School District Boundaries: Allegan County, Michigan - Big Ten Academic Alliance Geoportal",4,1,00:10:46,0,0.00%,0.00%,$0.00
/catalog/1583a326-c3d6-4101-8e60-af110c6fdf9a,Public Waters (PW) Basin and Watercourse Delineations: Minnesota - Big Ten Academic Alliance Geoportal,4,2,00:00:29,0,0.00%,0.00%,$0.00
/catalog/16813a694a1d4bbfba7ea54d091c786a_0,"Aerial Photography: Franklin County, Ohio [2004] - Big Ten Academic Alliance Geoportal",4,3,00:02:18,0,0.00%,25.00%,$0.00
/catalog/16e69244-f162-4dcb-bcef-87435cb45230,"Critical Farms Program, Agricultural Preservation: Frederick County, Maryland - Big Ten Academic Alliance Geoportal",4,1,00:01:11,1,0.00%,25.00%,$0.00
/catalog/1cb2212003d74f0e92c6ea1c70620b93_0,Antidegredation Tiers - Surface Water Beneficial Use: State of Ohio - Big Ten Academic Alliance Geoportal,4,2,00:00:07,0,0.00%,0.00%,$0.00
/catalog/20ddf5d08b704262ab501ae46df8e550_2,"Abandoned Housing: Indianapolis, Indiana - Big Ten Academic Alliance Geoportal",4,2,00:00:18,0,0.00%,0.00%,$0.00
/catalog/229fa34d-3d74-418b-a6ea-4567777c9c09,"Utility Locations: Queen Anne's County, Maryland - Big Ten Academic Alliance Geoportal",4,1,00:00:07,0,0.00%,25.00%,$0.00
/catalog/230005bf8107462289bf4776e3dae081_0,Development Points: State of Ohio - Big Ten Academic Alliance Geoportal,4,2,00:00:20,0,0.00%,0.00%,$0.00
/catalog/259122db-ef8b-4831-a989-bb3d823398b0,"Map of Gambia - Bathurst (Banjul) (city map), 1919 - Big Ten Academic Alliance Geoportal",4,3,00:00:57,3,66.67%,75.00%,$0.00
/catalog/27c1e67a-3be4-420f-8acc-563d7c8ab8ee,"Class A Wild Trout Streams - points: Pennsylvania, 2018 - Big Ten Academic Alliance Geoportal",4,3,00:00:03,0,0.00%,0.00%,$0.00
/catalog/2a99a97f-8de4-43b3-9b01-0b841bb4f05a,Sub-watersheds: Eastern Brook Trout Joint Venture - Big Ten Academic Alliance Geoportal,4,4,00:00:03,0,0.00%,0.00%,$0.00
/catalog/2bffcf755abe47f183a3186232cdbcfb,LiDAR Allegany County - Hillshade: State of Maryland - Big Ten Academic Alliance Geoportal,4,2,00:07:15,2,0.00%,50.00%,$0.00
/catalog/2e7679b6-a7c3-4bf2-b702-286784d7324a,"Map of the city of New London, 1900 / Geo. K. Crandall, engineer - Big Ten Academic Alliance Geoportal",4,2,00:04:51,0,0.00%,50.00%,$0.00
/catalog/2e7d61c0-bd76-4ced-8135-21311d452681,"Drew's new and correct plan of the cities of London and Westminster, the borough of Southwark : including the latest improvements. ; Drew's new and correct plan of the cities of London and Westminster, the borough of Southwark : including the latest improvements. - Big Ten Academic Alliance Geoportal",4,4,00:00:00,4,100.00%,100.00%,$0.00
/catalog/2f6418cd-a12a-40ea-bf48-77e0f4f8862e,"35N 05W - Survey Map of Little Traverse Township and Bear Creek Township, Emmet County, Page 2: Michigan - Big Ten Academic Alliance Geoportal",4,1,00:00:48,0,0.00%,25.00%,$0.00
/catalog/322ee79b35f748869974ec661bd04bbc_136,"Airfields: City of Indianapolis and Marion County, Indiana - Big Ten Academic Alliance Geoportal",4,1,00:00:32,0,0.00%,0.00%,$0.00
/catalog/34980_wa_2014_0700-0700,"Access Across America Walk Data [Nashville-Davidson--Murfreesboro--Franklin, TN] (2014) - Big Ten Academic Alliance Geoportal",4,2,00:00:34,0,0.00%,0.00%,$0.00
/catalog/352ed2b1c7464dcaa6987c256ef0afc8_0,Wildfire & Prescribed Burn Locations (2018): Michigan - Big Ten Academic Alliance Geoportal,4,3,00:00:08,0,0.00%,0.00%,$0.00
/catalog/35c8a641589c4e13b7aa11e37f3f00a1_0,Ag Districts: State of Iowa - Big Ten Academic Alliance Geoportal,4,3,00:00:02,0,0.00%,0.00%,$0.00
/catalog/371ecdc5199f4fa89fab79c3a4a7c5f6_0,Recreation Routes and Trails: Vilas County Land Information Office - Big Ten Academic Alliance Geoportal,4,2,00:00:04,0,0.00%,0.00%,$0.00
/catalog/3c97fd32-06e2-48ec-9ed2-c64e4f0817f3,Satellite detected water extent as of 19 July 2020 of Bangladesh - Big Ten Academic Alliance Geoportal,4,2,00:00:10,0,0.00%,0.00%,$0.00
/catalog/40570e19d44b47aabf844f7a695f25ba_0,Woody Plants Course Data: University of Michigan - Big Ten Academic Alliance Geoportal,4,2,00:00:16,0,0.00%,0.00%,$0.00
/catalog/4058d1e82e6349a8b6fe7a4385ceec1c_8,Recreational Facilities: Waukesha County Land Information Office - Big Ten Academic Alliance Geoportal,4,2,00:00:04,0,0.00%,0.00%,$0.00
/catalog/4669301e-b4b2-4c8b-bf40-01b968a2865b,Abandoned Quarries: Indiana - Big Ten Academic Alliance Geoportal,4,4,00:23:52,1,100.00%,75.00%,$0.00
/catalog/472e21ca6a974871ae31f09b559c9f07_0,Forests - Forests Of Recognized Importance: Maryland - Big Ten Academic Alliance Geoportal,4,3,00:00:11,0,0.00%,0.00%,$0.00
/catalog/47a34df0830a429298ade92364eb3894_0,Air Facilities: State of Iowa - Big Ten Academic Alliance Geoportal,4,3,00:00:02,0,0.00%,0.00%,$0.00
/catalog/48e8375f-5a74-482a-bf9d-1a047fea4017,Maxwell's directory map of the city of Los Angeles and Southern California - Big Ten Academic Alliance Geoportal,4,1,00:00:18,0,0.00%,0.00%,$0.00
/catalog/4cd4595e9eaf4cb5961e2c53bfaad8c5_4,"Centerlines: Perry County, Ohio - Big Ten Academic Alliance Geoportal",4,2,00:00:03,0,0.00%,0.00%,$0.00
/catalog/4e4832d2-9673-493d-af3a-015ce91c7477,"Height Modernization (ILHMP) LiDAR Data [Fulton County, Illinois] (2011) - Big Ten Academic Alliance Geoportal",4,2,00:00:29,2,50.00%,50.00%,$0.00
/catalog/4f49eb825f564efa9a23cd103c4ba13b_0,"911 Calls For Service: Detroit, Michigan - Big Ten Academic Alliance Geoportal",4,4,00:00:03,0,0.00%,50.00%,$0.00
/catalog/5168623e829f463980bf8c2a661d8392_0,Actual Pending ROW: State of Iowa - Big Ten Academic Alliance Geoportal,4,2,00:00:04,2,50.00%,50.00%,$0.00
/catalog/52580b51342e42058262a4f9cbcbbc3a_0,Community Boundaries: Michigan - Big Ten Academic Alliance Geoportal,4,3,00:01:23,0,0.00%,0.00%,$0.00
/catalog/5334BA8F-7F22-42B4-849D-A8245E95564E,"North American Breeding Bird Survey Wisconsin Stop Locations, Wisconsin 2019 - Big Ten Academic Alliance Geoportal",4,3,00:00:17,1,0.00%,25.00%,$0.00
/catalog/5376d5e9ace647a1bd7ec52a1d4d434c_0,Living Resources - Fish Blockage Locations: Maryland - Big Ten Academic Alliance Geoportal,4,3,00:00:03,0,0.00%,0.00%,$0.00
/catalog/58959801b9004f68adac4ee8b44557e7_1,Open Walgreens Locations: United States - Big Ten Academic Alliance Geoportal,4,1,00:05:22,0,0.00%,0.00%,$0.00
/catalog/5a4ca73d-dd90-4438-8038-66ddcc686c0a,"Stocked Trout Water Bodies (Polygons): Pennsylvania, 2018 - Big Ten Academic Alliance Geoportal",4,4,00:00:02,0,0.00%,0.00%,$0.00
/catalog/5d3b6d91-8b67-463e-92e1-fdd19cf33beb,"08S 22W - Survey Map of New Buffalo Township, Berrien County: Michigan - Big Ten Academic Alliance Geoportal",4,2,00:00:35,0,0.00%,0.00%,$0.00
/catalog/5dbf9debd0584b88b50c32379b28b88d_75,National Park Service Trails in DC: Washington D.C. - Big Ten Academic Alliance Geoportal,4,3,00:00:18,0,0.00%,0.00%,$0.00
/catalog/5FE19DB0-5911-41D1-A0B4-4595F614EBBC,"Zoning: Bayfield County, Wisconsin, 2020 - Big Ten Academic Alliance Geoportal",4,4,00:03:54,0,0.00%,75.00%,$0.00
/catalog/6027552d-cadf-4778-a142-507e1f4ded18,Digital Elevation Model (DEM) derived first- and second-order catchments for HUC 02040101: Pennsylvania - Big Ten Academic Alliance Geoportal,4,2,00:00:02,0,0.00%,0.00%,$0.00
/catalog/633565f21e534a4e8b8143dc0fffbe6c_0,"Wooded Area Boundaries: Allegheny County, Pennsylvania - Big Ten Academic Alliance Geoportal",4,2,00:00:06,0,0.00%,0.00%,$0.00
/catalog/64501310-dd98-4d4c-9ca9-a2a722b1e2e4,"Meteorological, Soil-Water, and Groundwater Monitoring Stations: Indiana - Big Ten Academic Alliance Geoportal",4,2,00:00:03,0,0.00%,0.00%,$0.00
/catalog/6a0036b36c004d53b747d322265df751_1,"Building Footprints: Franklin County, Ohio - Big Ten Academic Alliance Geoportal",4,4,00:00:00,3,100.00%,100.00%,$0.00
/catalog/6a3bbf7b-f871-44ff-97dd-8bc0bcafa4d4,"Purdue Campus: West Lafayette, Indiana, 1995 - Big Ten Academic Alliance Geoportal",4,2,00:00:16,1,100.00%,50.00%,$0.00
/catalog/6af7a7a2-3631-46fc-bf6f-4994d1640752,"Map of San Francisco, Cal. - Big Ten Academic Alliance Geoportal",4,2,00:00:50,1,0.00%,50.00%,$0.00
/catalog/6b4b2224-133b-49cd-8efb-05c44b38c50c,"Commercial Waterway Network, Great Lakes Region 2017 - Big Ten Academic Alliance Geoportal",4,2,00:00:12,0,0.00%,0.00%,$0.00
/catalog/6bbb0569-f65a-40c0-acf6-2171c55ac97c,Fish Species Occurrence Database: Pennsylvania - Big Ten Academic Alliance Geoportal,4,3,00:00:39,0,0.00%,0.00%,$0.00
/catalog/7222eb942cfa4df0b764298e2f18598f_0,Bus Routes: Iowa - Big Ten Academic Alliance Geoportal,4,3,00:00:01,2,100.00%,50.00%,$0.00
/catalog/738e63f9-02a7-488b-a39d-b2a433bd1b9e,"03S 17W - Survey Map of Coloma Township & Watervliet Township, Berrien County: Michigan - Big Ten Academic Alliance Geoportal",4,1,00:00:53,0,0.00%,0.00%,$0.00
